API Function,Risk Level,Usage Count,Risk Scenario,Sample Files,Developer Recommendation
match_request_to_handler,MEDIUM,9,Requires manual analysis for specific impact,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
do_meta_boxes,MEDIUM,9,Requires manual analysis for specific impact,wp-admin/edit-form-advanced.php,Recommend configuring protection
wp_nav_menu_disabled_check,MEDIUM,9,Requires manual analysis for specific impact,wp-admin/includes/nav-menu.php,Recommend configuring protection
get_sortable_columns,MEDIUM,9,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
get_default_primary_column_name,MEDIUM,9,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
handle_row_actions,MEDIUM,9,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
find,MEDIUM,9,Requires manual analysis for specific impact,wp-admin/includes/ms.php; wp-admin/includes/options.php,Recommend configuring protection
tinyint,MEDIUM,9,Requires manual analysis for specific impact,wp-admin/includes/schema.php; wp-admin/includes/upgrade.php,Recommend configuring protection
send_email,MEDIUM,9,Email/notifications - host header influences email content,wp-admin/includes/class-wp-automatic-updater.php,Recommend configuring protection
step,MEDIUM,9,Requires manual analysis for specific impact,wp-admin/includes/class-custom-image-header.php,Recommend configuring protection
set_header_image,MEDIUM,9,Response handling - Host header affects response content,wp-admin/includes/class-custom-image-header.php,Recommend configuring protection
process_default_headers,MEDIUM,9,Response handling - Host header affects response content,wp-admin/includes/class-custom-image-header.php,Recommend configuring protection
get_user_roles,MEDIUM,9,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet.php,Recommend configuring protection
is_test_mode,MEDIUM,9,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet.php,Recommend configuring protection
predefined_api_key,MEDIUM,9,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet.php; wp-content/plugins/akismet/class.akismet-admin.php,Recommend configuring protection
wp_registration_url,HIGH,8,URL generation - host header influences generated URLs,wp-login.php,Must configure trusted proxy and host validation
get_dashboard_url,HIGH,8,URL generation - host header influences generated URLs,wp-includes/admin-bar.php; wp-login.php,Must configure trusted proxy and host validation
serve_request,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; xmlrpc.php,Recommend configuring protection
wp_guess_url,HIGH,8,URL generation - host header influences generated URLs,wp-includes/load.php; wp-load.php,Must configure trusted proxy and host validation
post,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/http.php,Recommend configuring protection
wp_roles,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/ms-blogs.php,Recommend configuring protection
numbers,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/comment.php,Recommend configuring protection
wp_filter_comment,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
get_page_of_comment,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
true,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/post-template.php,Recommend configuring protection
is_paged,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
single_term_title,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
get_the_date,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
is_archive,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
is_post_type_viewable,MEDIUM,8,Template rendering - Host header affects template output,wp-includes/post.php; wp-includes/general-template.php,Recommend configuring protection
get_author_feed_link,HIGH,8,URL generation - host header influences generated URLs,wp-includes/deprecated.php; wp-includes/general-template.php,Must configure trusted proxy and host validation
get_user_setting,MEDIUM,8,Requires manual analysis for specific impact,wp-admin/edit-form-advanced.php; wp-includes/general-template.php,Recommend configuring protection
wp_getimagesize,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
ksort,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
wp_calculate_image_sizes,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
get_post_thumbnail_id,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
load,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/media.php; wp-admin/includes/misc.php,Recommend configuring protection
wp_image_editor_supports,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
get_attachment_link,HIGH,8,URL generation - host header influences generated URLs,wp-includes/deprecated.php; wp-includes/media.php,Must configure trusted proxy and host validation
wp_enqueue_media,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/script-loader.php,Recommend configuring protection
wp_update_attachment_metadata,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
ent2ncr,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/feed-atom-comments.php,Recommend configuring protection
add_rewrite_rule,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/rest-api.php,Recommend configuring protection
parse_query,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/ms-site.php,Recommend configuring protection
set,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/class-wp-recovery-mode.php,Recommend configuring protection
get_cat_name,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
is_child_theme,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/post-template.php; wp-includes/theme.php,Recommend configuring protection
CheckPassword,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/post-template.php; wp-includes/pluggable.php,Recommend configuring protection
wp_link_pages,MEDIUM,8,URL generation/redirect - Host header affects generated URLs,wp-includes/post-template.php,Recommend configuring protection
get_avatar,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/admin-bar.php; wp-includes/post-template.php,Recommend configuring protection
human_time_diff,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/post-template.php; wp-includes/class-wp-recovery-mode-email-service.php,Recommend configuring protection
with,MEDIUM,8,Requires manual analysis for specific impact,wp-admin/includes/misc.php; wp-includes/post-template.php,Recommend configuring protection
WP_REST_Response,MEDIUM,8,Response handling - Host header affects response content,wp-includes/rest-api.php,Recommend configuring protection
get_method,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/rest-api.php; wp-includes/embed.php,Recommend configuring protection
path,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/rest-api.php; wp-includes/class-wp-url-pattern-prefixer.php,Recommend configuring protection
method_exists,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/update.php; wp-includes/feed.php,Recommend configuring protection
get_plugins,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/update.php; wp-includes/class-wp-recovery-mode-email-service.php,Recommend configuring protection
array_walk,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/update.php; wp-includes/cron.php,Recommend configuring protection
addcslashes,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/class-wp-url-pattern-prefixer.php,Recommend configuring protection
is_block_theme,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/theme.php,Recommend configuring protection
get_core_default_theme,MEDIUM,8,Requires manual analysis for specific impact,wp-admin/includes/schema.php; wp-includes/theme.php,Recommend configuring protection
form,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/theme.php; wp-includes/widgets/class-wp-widget-rss.php,Recommend configuring protection
wp_trash_post,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-includes/theme.php,Recommend configuring protection
base64_encode,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/pluggable.php; wp-admin/includes/class-wp-automatic-updater.php,Recommend configuring protection
the_permalink,HIGH,8,URL generation - host header influences generated URLs,wp-includes/deprecated.php,Must configure trusted proxy and host validation
wp_load_alloptions,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
map_deep,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/formatting.php,Recommend configuring protection
is_block_editor,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/script-loader.php,Recommend configuring protection
wp_embed_register_handler,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/embed.php,Recommend configuring protection
wp_get_inline_script_tag,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/script-loader.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
get_comments_number,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/embed.php,Recommend configuring protection
wp_filter_object_list,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/taxonomy.php,Recommend configuring protection
sanitize_params,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/rest-api/class-wp-rest-server.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
active,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
get_names,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/user.php,Recommend configuring protection
wp_cache_add,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/user.php,Recommend configuring protection
username_exists,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/user.php,Recommend configuring protection
wp_get_user_contact_methods,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/user.php,Recommend configuring protection
add_magic_quotes,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/load.php,Recommend configuring protection
populate_options,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/ms-site.php; wp-admin/includes/upgrade.php,Recommend configuring protection
remove_user_from_blog,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/ms-site.php; wp-includes/ms-functions.php,Recommend configuring protection
mbstring_binary_safe_encoding,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/functions.php,Recommend configuring protection
reset_mbstring_encoding,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/functions.php,Recommend configuring protection
wp_check_invalid_utf8,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/formatting.php,Recommend configuring protection
wp_generate_tag_cloud,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/category-template.php,Recommend configuring protection
is_countable,MEDIUM,8,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet.php; wp-includes/canonical.php,Recommend configuring protection
wp_get_nocache_headers,MEDIUM,8,Response handling - Host header affects response content,wp-includes/class-wp.php,Recommend configuring protection
add_post_type_support,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/post.php,Recommend configuring protection
number_format,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/load.php; wp-includes/functions.php,Recommend configuring protection
ini_set,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/load.php,Recommend configuring protection
in_admin,HIGH,8,Authentication related - Host header affects authentication flow,wp-includes/load.php,Must configure trusted proxy and host validation
realpath,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/functions.php,Recommend configuring protection
wp_kses_post,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/functions.php; wp-includes/blocks/search.php,Recommend configuring protection
text,MEDIUM,8,Requires manual analysis for specific impact,wp-admin/includes/options.php; wp-includes/script-loader.php,Recommend configuring protection
wp_should_load_block_assets_on_demand,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/script-loader.php,Recommend configuring protection
add_link,HIGH,8,URL generation - host header influences generated URLs,wp-includes/rest-api/class-wp-rest-server.php,Must configure trusted proxy and host validation
get_field_name,MEDIUM,8,Requires manual analysis for specific impact,wp-includes/widgets/class-wp-widget-categories.php,Recommend configuring protection
add_clean_index,MEDIUM,8,Requires manual analysis for specific impact,wp-admin/includes/upgrade.php,Recommend configuring protection
deslash,MEDIUM,8,Requires manual analysis for specific impact,wp-admin/includes/upgrade.php,Recommend configuring protection
maintenance_mode,MEDIUM,8,Requires manual analysis for specific impact,wp-admin/includes/class-wp-automatic-updater.php,Recommend configuring protection
prop,MEDIUM,8,Requires manual analysis for specific impact,wp-admin/includes/user.php; wp-admin/includes/class-custom-image-header.php,Recommend configuring protection
plugin_dir_url,HIGH,8,URL generation - host header influences generated URLs,wp-content/plugins/akismet/class.akismet.php; wp-content/plugins/akismet/class.akismet-admin.php,Must configure trusted proxy and host validation
wp_lostpassword_url,HIGH,7,URL generation - host header influences generated URLs,wp-activate.php; wp-login.php,Must configure trusted proxy and host validation
user_admin_url,HIGH,7,URL generation - host header influences generated URLs,wp-includes/link-template.php; wp-includes/class-wp-admin-bar.php,Must configure trusted proxy and host validation
wp_load_translations_early,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/load.php; wp-load.php,Recommend configuring protection
wpmu_signup_user,MEDIUM,7,Requires manual analysis for specific impact,wp-signup.php; wp-includes/ms-functions.php,Recommend configuring protection
DATE_ADD,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/general-template.php,Recommend configuring protection
add_metadata,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/comment.php,Recommend configuring protection
status,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
wp_check_comment_disallowed_list,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/comment.php,Recommend configuring protection
wp_update_comment_count,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
wp_cache_add_multiple,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/comment.php; wp-includes/taxonomy.php,Recommend configuring protection
wp_cache_set_last_changed,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/comment.php,Recommend configuring protection
get_search_form,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
esc_attr_x,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
has_site_icon,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/admin-bar.php; wp-includes/general-template.php,Recommend configuring protection
wp_attachment_is_image,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/media.php,Recommend configuring protection
get_archives_link,HIGH,7,URL generation - host header influences generated URLs,wp-includes/general-template.php,Must configure trusted proxy and host validation
wp_cache_get_last_changed,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/general-template.php,Recommend configuring protection
get_month_link,HIGH,7,URL generation - host header influences generated URLs,wp-includes/general-template.php,Must configure trusted proxy and host validation
get_the_time,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
pings_open,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/general-template.php,Recommend configuring protection
get_category_feed_link,HIGH,7,URL generation - host header influences generated URLs,wp-includes/deprecated.php; wp-includes/class-wp-xmlrpc-server.php,Must configure trusted proxy and host validation
wp_editor,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/general-template.php,Recommend configuring protection
wp_parse_str,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/general-template.php,Recommend configuring protection
wp_get_additional_image_sizes,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
wp_constrain_dimensions,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
image_downsize,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
add_image_size,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
wp_calculate_image_srcset,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
attachment,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
get_edit_user_link,HIGH,7,URL generation - host header influences generated URLs,wp-includes/comment-template.php; wp-includes/media.php,Must configure trusted proxy and host validation
parse_blocks,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/media.php,Recommend configuring protection
wp_generate_attachment_metadata,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
delete_transient,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php; wp-admin/includes/dashboard.php,Recommend configuring protection
func_num_args,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/rewrite.php,Recommend configuring protection
wpautop,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/default-filters.php,Recommend configuring protection
get_comment_author_url,HIGH,7,URL generation - host header influences generated URLs,wp-includes/comment-template.php; wp-includes/feed-atom-comments.php,Must configure trusted proxy and host validation
the_permalink_rss,MEDIUM,7,URL generation/redirect - Host header affects generated URLs,wp-includes/deprecated.php; wp-includes/feed-atom-comments.php,Recommend configuring protection
tag,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/feed.php,Recommend configuring protection
add_rewrite_tag,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/rewrite.php,Recommend configuring protection
add_query_var,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/rest-api.php,Recommend configuring protection
flush_rewrite_rules,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/theme.php,Recommend configuring protection
wp_rewrite_rules,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/class-wp-rewrite.php,Recommend configuring protection
error_get_last,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-recovery-mode.php,Recommend configuring protection
get_post_type_archive_link,HIGH,7,URL generation - host header influences generated URLs,wp-includes/admin-bar.php; wp-includes/class-wp-customize-nav-menus.php,Must configure trusted proxy and host validation
register_panel_type,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
wp_authenticate,MEDIUM,7,Authentication related - Host header affects authentication flow,wp-includes/deprecated.php; wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
set_custom_fields,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
Address,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
is_sticky,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
add_enclosure_if_new,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
wp_delete_term,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
get_categories,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
wp_get_post_revisions,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/post-template.php,Recommend configuring protection
wp_insert_attachment,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
wp_set_post_categories,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
get_preview_post_link,HIGH,7,URL generation - host header influences generated URLs,wp-includes/admin-bar.php; wp-includes/post-template.php,Must configure trusted proxy and host validation
is_user_admin,HIGH,7,Authentication related - Host header affects authentication flow,wp-includes/link-template.php; wp-includes/admin-bar.php,Must configure trusted proxy and host validation
rest_get_server,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/rest-api.php,Recommend configuring protection
rest_get_url_prefix,MEDIUM,7,URL generation/redirect - Host header affects generated URLs,wp-includes/rest-api.php,Recommend configuring protection
sanitize_email,MEDIUM,7,Email/notification - Host header affects email content,wp-includes/user.php; wp-includes/rest-api.php,Recommend configuring protection
wp_update_plugins,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/update.php; wp-admin/includes/plugin-install.php,Recommend configuring protection
get_custom_header,MEDIUM,7,Response handling - Host header affects response content,wp-includes/theme.php,Recommend configuring protection
remove_theme_support,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/theme.php,Recommend configuring protection
sanitize_option,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/pluggable.php,Recommend configuring protection
normalize_whitespace,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/pluggable.php,Recommend configuring protection
get_links,MEDIUM,7,URL generation/redirect - Host header affects generated URLs,wp-includes/deprecated.php,Recommend configuring protection
wp_list_authors,MEDIUM,7,Authentication related - Host header affects authentication flow,wp-includes/deprecated.php,Recommend configuring protection
add_menu,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
format_for_editor,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
wp_tinycolor_bound01,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
wp_tinycolor_rgb_to_rgb,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
wp_theme_has_theme_json,MEDIUM,7,Response handling - Host header affects response content,wp-includes/deprecated.php,Recommend configuring protection
wp_oembed_get,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-oembed.php; wp-includes/embed.php,Recommend configuring protection
wp_set_object_terms,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/taxonomy.php,Recommend configuring protection
filter,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/taxonomy.php,Recommend configuring protection
doing_ajax,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
establish_loaded_changeset,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
branching,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
get_changeset_posts,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
set_changeset_lock,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
changeset_data,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
register_section_type,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
wp_get_post_autosave,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
is_serialized,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
save_changeset_post,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
validate_setting_values,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
is_cross_domain,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
get_nonces,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
map_meta_cap,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
get_filesystem_method,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-admin/includes/file.php,Recommend configuring protection
remove_node,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/class-wp-admin-bar.php,Recommend configuring protection
array_splice,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/script-loader.php,Recommend configuring protection
get_network_option,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/ms-site.php,Recommend configuring protection
wp_get_environment_type,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/load.php,Recommend configuring protection
opendir,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/load.php,Recommend configuring protection
closedir,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/load.php,Recommend configuring protection
iis7_url_rewrite_rules,MEDIUM,7,URL generation/redirect - Host header affects generated URLs,wp-includes/class-wp-rewrite.php; wp-admin/options-permalink.php,Recommend configuring protection
date_create,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/formatting.php,Recommend configuring protection
translate_with_gettext_context,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/l10n.php,Recommend configuring protection
load_script_translations,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/l10n.php,Recommend configuring protection
strnatcasecmp,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/functions.php; wp-includes/category-template.php,Recommend configuring protection
get_trackback_url,HIGH,7,URL generation - host header influences generated URLs,wp-includes/comment-template.php,Must configure trusted proxy and host validation
sanitize_post,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php,Recommend configuring protection
get_post_field,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php,Recommend configuring protection
get_lastpostdate,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/post.php,Recommend configuring protection
get_adjacent_post_rel_link,HIGH,7,URL generation - host header influences generated URLs,wp-includes/link-template.php,Must configure trusted proxy and host validation
get_unsafe_client_ip,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/functions.php; wp-includes/script-loader.php,Recommend configuring protection
recurse_dirsize,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/functions.php,Recommend configuring protection
set_status,MEDIUM,7,Requires manual analysis for specific impact,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
envelope_response,MEDIUM,7,Response handling - Host header affects response content,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
get_home_path,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/misc.php; wp-admin/includes/upgrade.php,Recommend configuring protection
views,MEDIUM,7,Template rendering - Host header affects template output,wp-admin/network/site-themes.php; wp-admin/network/site-users.php,Recommend configuring protection
open,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/dashboard.php; wp-admin/includes/privacy-tools.php,Recommend configuring protection
set_pagination_args,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
has_items,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
get_primary_column_name,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
display_rows,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
single_row_columns,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
int,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/schema.php,Recommend configuring protection
wp_is_auto_update_forced_for_item,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/class-wp-debug-data.php,Recommend configuring protection
var_export,MEDIUM,7,Requires manual analysis for specific impact,wp-admin/includes/class-wp-automatic-updater.php,Recommend configuring protection
